bodyType,color,condition,drive,engineDisplacement,enginePower,equipment,fuelType,mileage,modelDate,name,numberOfDoors,owners,price,productionDate,rabber,technicalPassport,vehicleTransmission
2,2,3,2,2.0,184,3,1,105000,9,20d,5,1,1350000,6,0,1,1
1,2,3,2,3.0,249,4,1,0,3,530d,4,1,3726700,1,0,1,1
2,4,3,2,2.0,184,3,1,186073,7,20d,5,1,744000,8,0,1,1
1,6,3,2,2.0,245,3,2,32400,6,528Li,4,2,2090000,4,0,1,1
1,2,3,1,1.5,136,3,2,43908,4,318d,4,1,1512000,3,0,1,1
2,3,3,2,3.0,306,2,2,99824,12,35i,5,1,1400000,8,0,1,1
2,1,3,2,4.4,575,1,2,29000,5,X5_M,5,1,4999999,2,0,1,1
2,3,3,2,3.0,326,4,1,7155,2,M40d,5,1,4290000,2,0,1,1
1,6,3,1,2.0,184,3,2,93700,4,320i,4,3,1375000,4,0,1,1
2,2,3,2,4.4,575,4,2,60000,5,X6_M,5,2,3999000,4,0,1,1
2,6,3,2,2.0,184,3,2,45000,7,20i,5,1,1200000,6,0,1,1
1,1,3,2,3.0,249,5,1,0,0,730Li,4,1,7920000,1,0,1,1
2,1,3,2,4.4,575,1,2,29990,5,X5_M,5,2,4600000,2,0,1,1
2,1,3,2,4.4,575,4,2,28000,5,X6_M,5,1,5899000,2,0,1,1
2,6,3,2,3.0,340,4,2,0,1,40i,5,1,6480000,1,0,1,1
2,1,3,2,3.0,313,1,1,125000,6,40d,5,2,2800000,5,0,1,1
1,2,3,2,2.0,184,3,2,39000,4,320i,4,2,1830000,3,0,1,1
2,1,3,0,1.5,140,2,2,57300,2,18i,5,2,1629000,2,0,1,3
2,1,3,2,3.0,340,4,2,0,1,40i,5,1,6462000,1,0,1,1
2,3,3,2,3.0,400,2,1,13000,1,M50d,5,1,8000000,1,0,1,1
2,1,3,2,3.0,381,1,1,105392,6,M50d,5,2,3100000,5,0,1,1
1,1,3,2,3.0,400,4,1,1205,3,M550d,4,1,5300000,1,0,1,1
2,4,3,2,2.0,184,2,2,26639,2,20i,5,1,2487000,2,0,1,1
1,2,3,2,3.0,249,1,1,57000,4,730Li,4,1,3800000,2,0,1,1
1,3,3,2,4.4,450,5,2,26200,4,750Ld,4,2,3599000,5,0,1,1
8,6,3,2,4.4,530,4,2,10780,1,M850i,2,1,6999000,2,0,1,1
1,5,3,2,3.0,249,4,1,1668,0,730Li,4,1,6200000,1,0,1,1
4,3,3,1,2.0,184,3,2,0,2,420i,2,1,2622618,1,0,1,1
1,4,3,2,6.6,609,4,2,8220,0,M760Li,4,1,11300000,1,0,1,1
2,6,3,2,3.0,249,2,1,24156,1,30d,5,3,3698000,1,0,1,1
2,1,3,2,3.0,313,3,1,105001,6,40d,5,1,2897000,4,0,1,1
1,1,3,2,3.0,249,3,1,2700,0,730Li,4,1,7109998,1,0,1,1
2,1,3,2,3.0,306,3,2,147000,9,35i,5,1,1390000,7,0,1,1
1,6,3,2,4.4,462,4,2,0,3,M550i,4,1,5446672,1,0,1,1
2,1,3,2,2.0,184,1,2,107900,7,20i,5,1,930000,8,0,1,1
2,1,3,2,2.0,190,2,1,24928,5,20d,5,1,2737000,2,0,1,1
2,1,3,2,2.0,184,3,2,32500,5,20i,5,1,2050000,5,0,1,1
2,1,3,2,2.0,192,2,2,21184,4,20i,5,1,2350000,1,0,1,1
1,6,3,1,2.0,190,2,1,105350,6,520d,4,2,1297000,5,0,1,1
2,4,3,2,3.0,245,3,1,248000,9,30d,5,3,1390000,8,0,1,1
2,1,3,2,3.0,249,4,1,0,1,30d,5,1,6467200,1,0,1,1
2,5,3,2,2.0,249,2,2,21790,1,30i,5,1,3740000,1,0,1,1
2,2,3,2,3.0,249,3,1,21743,1,30d,5,1,5199000,1,0,1,1
1,1,3,2,3.0,249,4,1,12000,4,730Li,4,1,4200000,2,0,1,1
2,6,3,2,3.0,249,4,1,117000,5,30d,5,3,2599000,5,0,1,1
1,2,3,1,2.0,184,3,2,0,3,520d,4,1,2709000,1,0,1,1
2,2,3,2,3.0,306,3,2,175000,7,35i,5,2,1450000,7,0,1,1
2,2,3,1,2.0,150,2,2,120000,7,18i,5,2,870000,7,0,1,1
1,1,3,2,3.0,400,5,1,0,3,M550d,4,1,9106900,1,0,1,1
2,1,3,2,3.0,381,3,1,168904,9,M50d,5,3,1556000,7,0,1,1
2,1,3,2,4.4,555,4,2,138502,7,X6_M,5,3,1499000,7,0,1,1
2,2,3,2,3.0,249,3,1,59000,6,30d,5,1,3520000,2,0,1,1
1,6,3,2,2.0,249,3,2,104000,3,530d,4,1,2500000,3,0,1,1
2,6,3,0,1.5,140,3,2,41011,4,18i,5,1,1565000,2,0,1,3
2,4,3,2,2.0,177,2,1,121000,10,20d,5,2,799000,8,0,1,1
2,2,3,2,4.4,407,4,2,123505,9,50i,5,2,1169000,8,0,1,1
2,1,3,2,4.4,575,4,2,16695,5,X6_M,5,2,5499000,1,0,1,1
1,1,3,2,3.0,249,4,1,0,0,730Li,4,1,6573600,1,0,1,1
2,1,3,2,3.0,218,3,1,53203,6,25d,5,1,3146000,3,0,1,1
2,1,3,2,3.0,249,4,1,95628,5,30d,5,2,2759000,5,0,1,1
1,6,3,2,3.0,400,4,1,458,3,M550d,4,1,6110000,1,0,1,1
1,1,3,2,3.0,249,3,1,21514,4,730Li,4,1,3990000,2,0,1,1
1,2,3,2,2.0,190,4,1,0,3,520d,4,1,3770000,1,0,1,1
6,2,3,1,2.0,245,2,2,76900,6,Gran Coupe,5,1,1495000,5,0,1,1
1,3,3,1,2.0,245,2,2,135000,10,528Li,4,3,890000,8,0,1,1
1,6,3,2,2.0,190,4,1,1385,3,520d,4,1,3212998,1,0,1,1
4,1,3,2,2.5,204,2,2,107167,11,325d,2,2,998000,7,0,1,1
1,1,3,1,2.0,184,3,2,48493,8,320i,4,1,1388000,5,0,1,1
1,1,3,2,2.0,190,3,1,32300,3,520d,4,2,2550000,1,0,1,1
1,6,3,1,2.0,190,2,1,44017,3,520d,4,1,2100000,2,0,1,1
2,1,3,2,3.0,249,5,1,0,1,30d,5,1,6260800,1,0,1,1
1,2,3,1,1.5,136,1,2,76000,4,318d,4,2,980000,5,0,1,1
2,1,3,2,4.4,555,3,2,84000,10,X5_M,5,3,1690000,8,0,1,1
1,4,3,1,2.0,184,3,2,22147,8,320i,4,1,1400000,5,0,1,1
1,1,3,2,3.0,249,4,1,0,0,730Li,4,1,7600000,1,0,1,1
1,4,3,2,2.0,190,3,1,36218,3,520d,4,2,2250000,2,0,1,1
2,4,3,2,3.0,218,2,1,74000,6,25d,5,1,2990000,2,0,1,1
2,1,3,2,3.0,249,5,1,15000,1,30d,5,1,5900000,2,0,1,1
2,1,3,2,2.0,245,4,2,47000,5,28i,5,1,2275000,3,0,1,1
1,5,3,2,2.0,184,3,2,85383,8,320i,4,3,1066000,8,0,1,1
1,1,3,2,2.0,190,1,1,13970,3,520d,4,1,2870000,1,0,1,1
2,1,3,2,3.0,249,5,1,0,1,30d,5,1,6663040,1,0,1,1
2,1,3,2,2.0,150,3,1,28247,4,18d,5,1,1870000,3,0,1,1
2,2,3,2,3.0,249,3,1,60430,6,30d,5,3,3745000,2,0,1,1
2,2,3,0,1.5,140,3,2,17606,2,18i,5,1,1842000,1,0,1,3
1,2,3,2,3.0,249,3,1,88134,3,530d,4,2,2850000,3,0,1,1
2,1,3,2,4.4,575,4,2,72000,5,X6_M,5,1,3300000,5,0,1,1
1,2,3,2,3.0,249,4,1,2103,3,530d,4,1,3997527,1,0,1,1
2,3,3,2,2.0,190,3,1,0,2,20d,5,1,3134430,1,0,1,1
1,1,3,1,2.0,249,4,2,7500,0,730Li,4,2,5190000,1,0,1,1
2,10,3,1,2.0,150,3,2,89399,7,18i,5,2,897000,7,0,1,1
2,8,3,2,2.0,184,3,2,112530,5,20i,5,2,1497000,5,0,1,1
2,2,3,2,3.0,218,3,1,48129,6,25d,5,1,2721000,5,0,1,1
1,2,3,1,2.0,184,3,2,0,3,520d,4,1,2709000,1,0,1,1
1,6,3,2,3.0,249,4,1,500,3,530d,4,1,4118098,1,0,1,1
2,6,3,2,2.0,184,2,2,139391,9,20i,5,3,1097000,8,0,1,1
1,1,3,2,2.0,190,1,1,139996,3,520d,4,1,2197000,3,0,1,1
8,1,3,2,4.4,600,4,2,0,0,внедорожник,2,1,13998668,1,0,1,1
1,6,3,1,2.0,184,1,2,35300,4,320i,4,1,1475000,3,0,1,1
1,4,3,1,2.0,184,2,2,136449,8,320i,4,3,987000,7,0,1,1
2,4,3,2,2.0,184,2,1,122350,9,20d,5,1,1370000,7,0,1,1
1,2,3,1,2.0,190,2,1,33576,4,320i,4,2,1597000,4,0,1,1
1,6,3,2,4.4,462,3,2,2705,3,M550i,4,1,5450000,1,0,1,1
1,8,3,1,1.6,136,1,2,45871,8,316i,4,2,1067000,6,0,1,1
1,1,3,2,3.0,249,4,1,0,0,730Li,4,1,6415200,1,0,1,1
2,6,3,2,3.0,249,2,1,6707,1,30d,5,1,6500000,1,0,1,1
1,1,3,2,3.0,326,4,2,80800,4,740Li,4,1,2988000,3,0,1,1
1,1,3,2,4.4,462,5,2,25564,3,M550i,4,3,4250000,3,0,1,1
4,3,3,1,2.0,184,2,1,73972,6,420i,2,2,1420000,6,0,1,1
2,7,3,1,2.0,150,3,2,109000,7,18i,5,1,715000,7,0,1,1
1,1,3,2,3.0,320,4,1,0,4,740Ld,4,1,9639200,1,0,1,1
2,2,3,2,3.0,249,1,1,16780,6,30d,5,1,3847000,2,0,1,1
1,3,3,1,2.0,184,3,2,117191,10,520Li,4,1,1043000,7,0,1,1
2,1,3,2,3.0,249,3,1,33796,6,30d,5,1,3449000,4,0,1,1
1,4,3,1,2.0,184,2,2,126000,8,320i,4,3,955000,8,0,1,1
1,3,3,1,2.0,184,2,2,134650,6,520Li,4,3,1130000,6,0,1,1
2,1,3,2,3.0,326,4,1,0,1,M40d,5,1,5015600,1,0,1,1
1,1,3,2,3.0,381,4,1,75000,6,M550d,4,3,2400000,5,0,1,1
2,1,3,2,3.0,218,3,1,76000,6,25d,5,1,2445000,5,0,1,1
1,1,3,1,4.4,450,3,2,12184,4,750Li,4,1,3535000,3,0,1,1
1,2,3,2,2.0,190,3,1,2300,3,520d,4,1,2672999,1,0,1,1
3,3,3,1,1.5,136,3,2,19640,2,118i,5,2,1503000,2,0,1,1
2,2,3,2,3.0,249,3,1,16860,5,30d,5,1,4740000,1,0,1,1
1,1,3,2,3.0,249,4,1,2020,0,730Li,4,1,7127998,1,0,1,1
1,1,3,2,3.0,249,4,1,0,0,730Li,4,1,6573600,1,0,1,1
1,3,3,2,2.0,184,3,2,39723,4,320i,4,1,1745000,4,0,1,1
1,1,3,2,3.0,249,2,1,95000,4,730Li,4,2,3337000,2,0,1,1
1,1,3,2,2.0,245,3,2,96898,10,528Li,4,1,1316000,8,0,1,1
1,2,3,2,3.0,249,3,1,0,4,730Li,4,1,5527800,1,0,1,1
2,6,3,2,3.0,249,3,1,31400,5,30d,5,1,5120000,3,0,1,1
1,2,3,2,4.4,450,3,2,70300,4,750Li,4,2,3100000,4,0,1,1
2,1,3,2,3.0,326,4,1,0,1,M40d,5,1,6332000,1,0,1,1
2,2,3,2,3.0,249,1,1,133000,6,30d,5,1,2859000,5,0,1,1
1,1,3,1,2.0,184,1,2,129730,10,520d,4,2,1068000,7,0,1,1
2,2,3,2,2.0,190,3,1,98568,5,20d,5,2,1948000,5,0,1,1
2,1,3,2,3.0,313,3,1,80000,6,40d,5,1,3290000,3,0,0,1
2,6,3,2,2.0,249,3,2,27014,2,30i,5,1,2780000,2,0,1,1
1,1,3,2,2.0,218,1,1,139000,6,525i,4,3,1285000,5,0,1,1
1,1,3,2,3.0,265,3,1,88919,4,730Li,4,2,2942125,4,0,1,1
1,1,3,2,2.0,190,4,1,33300,3,520d,4,1,2532000,1,0,1,1
1,1,3,2,4.4,600,3,2,0,2,M5,4,1,8022009,1,0,1,1
1,2,3,1,2.0,184,1,1,91000,6,520d,4,3,1155555,7,0,1,1
2,2,3,2,3.0,249,2,1,126000,6,30d,5,2,3199000,5,0,1,1
2,1,3,2,2.0,190,4,1,42550,2,20d,5,1,2746000,1,0,1,1
1,1,3,1,2.0,184,3,2,98642,10,520d,4,2,1176000,7,0,1,1
1,3,3,1,4.4,560,2,2,41700,8,M5,4,3,3823000,4,0,1,3
2,3,3,2,3.0,249,4,1,0,2,30d,5,1,5773900,1,0,1,1
3,2,3,1,1.6,136,2,2,52318,4,118i,5,2,1247000,3,0,1,1
1,1,3,1,2.0,184,2,2,146164,8,320i,4,2,890000,7,0,1,1
2,1,3,2,3.0,340,1,2,1979,1,40i,5,1,5998000,1,0,1,1
1,6,3,2,3.0,340,4,2,0,0,740Li,4,1,9809800,1,0,1,1
2,1,3,2,3.0,340,5,2,4500,1,40i,5,1,6444000,1,0,1,1
2,1,3,2,3.0,249,3,1,36903,5,30d,5,1,3397000,3,0,1,1
3,2,3,1,1.5,136,3,2,76708,2,118i,5,1,1125000,3,0,1,1
3,1,3,1,1.6,136,3,2,138258,8,116i,5,2,618000,7,0,1,1
1,2,3,1,2.0,184,1,2,118500,8,320i,4,3,997000,6,0,1,1
1,1,3,2,2.0,249,4,2,34912,3,530d,4,2,2685000,2,0,1,1
1,1,3,2,3.0,249,4,1,0,0,730Li,4,1,6398433,1,0,1,1
2,6,3,2,3.0,381,3,1,64393,7,M50d,5,1,2120000,6,0,1,1
1,1,3,2,6.6,610,4,2,111431,4,M760Li,4,3,4198000,3,0,1,1
3,6,3,1,1.6,136,3,2,139720,8,116i,5,2,710000,7,0,1,1
2,1,3,2,3.0,326,1,1,875,1,M40d,5,1,4700000,1,0,1,1
2,1,3,2,3.0,313,5,1,53000,6,40d,5,2,3700000,3,0,1,1
2,1,3,2,3.0,340,4,2,0,1,40i,5,1,6750000,1,0,1,1
2,1,3,2,3.0,249,4,1,19100,5,30d,5,1,3999000,1,0,1,1
1,2,3,2,2.0,249,3,2,6089,3,530d,4,1,4115647,1,0,1,1
1,1,3,1,2.0,190,2,1,240031,3,520d,4,1,1530000,3,0,1,1
2,6,3,2,2.0,184,1,1,132760,9,20d,5,1,1297000,8,0,1,1
2,1,3,2,3.0,510,4,2,499,0,внедорожник,5,1,6200000,1,0,1,1
2,3,3,2,2.0,192,2,2,46239,4,20i,5,1,2063000,2,0,1,1
1,2,3,2,2.0,190,4,1,21000,3,520d,4,2,2590000,1,0,1,1
1,2,3,1,1.5,136,3,2,24350,4,318d,4,1,1596000,2,0,1,1
1,6,3,2,4.4,462,4,2,0,3,M550i,4,1,5941824,1,0,1,1
1,1,3,2,3.0,249,3,1,20990,3,530d,4,1,3599000,1,0,1,1
1,6,3,2,3.0,258,1,1,72000,10,530d,4,1,1377000,8,0,1,1
1,6,3,2,4.4,450,1,2,50000,4,750Li,4,2,3247000,4,0,1,1
2,1,3,2,3.0,306,3,2,72000,5,35i,5,1,2778000,4,0,1,1
2,1,3,2,3.0,249,5,1,0,1,30d,5,1,6260800,1,0,1,1
2,2,3,2,3.0,249,1,1,91200,6,30d,5,1,3147000,3,0,1,1
2,2,3,2,3.0,306,4,2,88904,6,35i,5,3,1899000,5,0,0,1
2,1,3,2,3.0,313,3,1,34909,6,40d,5,1,4347000,2,0,1,1
1,6,3,2,3.0,249,4,1,8903,0,730Li,4,1,6647000,1,0,1,1
1,2,3,1,2.0,258,3,2,6622,1,330i,4,1,2997000,1,0,1,1
2,2,3,2,3.0,249,4,1,0,1,30d,5,1,6250000,1,0,1,1
1,10,3,1,1.5,136,3,2,15767,4,318d,4,1,1539000,2,0,1,1
1,2,3,2,3.0,400,4,1,30142,3,M550d,4,1,3745000,3,0,1,1
2,2,3,2,2.0,190,3,1,19373,5,20d,5,2,2715271,2,0,1,1
2,1,3,2,3.0,249,2,1,149445,6,30d,5,2,2399000,5,0,1,1
1,1,3,2,4.4,450,4,2,34000,4,750Ld,4,1,3880000,5,0,1,1
1,1,3,2,3.0,258,3,1,181269,10,530d,4,3,1060000,8,0,1,1
2,6,3,2,3.0,400,4,1,0,1,M50d,5,1,9601344,1,0,1,1
2,3,3,2,3.0,306,2,2,136000,7,35i,5,3,1297000,8,0,1,1
1,2,3,1,2.0,184,3,2,100968,8,320i,4,3,897000,6,0,1,1
2,2,3,2,3.0,218,3,1,80506,6,25d,5,1,2993000,3,0,1,1
1,1,3,2,3.0,249,1,1,102162,3,530d,4,2,2750000,3,0,0,1
4,6,3,1,4.4,560,1,2,38500,7,M6,2,2,3100000,8,0,1,3
1,1,3,2,3.0,249,4,1,0,0,730Li,4,1,7706550,1,0,1,1
1,3,3,2,2.0,184,1,2,70500,4,320i,4,3,1665000,3,0,1,1
2,2,3,2,3.0,340,4,2,0,1,40i,5,1,6462000,1,0,1,1
1,3,3,2,3.0,320,3,1,20819,4,740Li,4,1,5099998,2,0,1,1
2,2,3,2,3.0,218,3,1,76697,6,25d,5,1,2980000,3,0,1,1
2,5,3,2,4.4,575,3,2,23500,5,X5_M,5,1,3990000,4,0,1,1
1,2,3,1,2.0,184,2,1,148267,6,520d,4,3,1178000,7,0,1,1
2,1,3,2,3.0,306,3,2,58462,5,35i,5,1,3167000,3,0,1,1
4,2,3,2,4.4,530,3,2,3975,1,M850i,2,1,6747000,2,0,1,1
2,2,3,2,2.0,150,3,1,2570,4,18d,5,1,2380000,1,0,1,1
1,1,3,2,4.4,450,3,2,8839,4,750Ld,4,1,4287000,2,0,1,1
4,3,3,2,2.0,190,2,1,112300,6,420i,2,1,1875000,3,0,1,1
1,1,3,2,3.0,249,4,1,0,0,730Li,4,1,6200000,1,0,1,1
2,2,3,2,3.0,306,3,2,71420,6,35i,5,2,1947000,6,0,1,1
2,1,3,2,3.0,249,3,1,94900,5,30d,5,1,2545000,5,0,1,1
2,6,3,2,4.4,450,3,2,65000,6,50i,5,1,1639000,7,0,1,1
1,8,3,1,1.6,136,1,2,103000,8,316i,4,2,900000,6,0,1,1
1,1,3,2,2.0,245,1,2,119950,10,528Li,4,1,1147000,8,0,1,1
1,1,3,2,3.0,249,4,1,0,0,730Li,4,1,6573600,1,0,1,1
4,2,3,1,2.0,184,3,2,13066,2,420i,2,1,2297000,1,0,1,1
2,6,3,2,4.4,575,4,2,23859,5,X6_M,5,1,4590000,3,0,1,1
1,3,3,1,2.0,190,2,1,16933,4,320i,4,1,2080000,2,0,1,1
2,2,3,2,3.0,245,3,1,76644,7,30d,5,2,2169000,6,0,1,1
2,6,3,2,3.0,249,4,1,0,1,30d,5,1,6974460,1,0,1,1
1,1,3,2,3.0,258,3,1,142450,10,530d,4,3,1172000,8,0,1,1
1,3,3,2,3.0,400,5,1,6874,0,750Ld,4,1,8980000,1,0,1,1
1,1,3,1,2.0,190,3,1,77410,3,520d,4,2,1852000,2,0,1,1
2,4,3,2,3.0,245,4,1,157246,7,30d,5,1,1740000,7,0,1,1
2,2,3,2,3.0,306,3,2,99666,6,35i,5,3,1997000,6,0,1,1
2,2,3,2,3.0,340,5,2,0,1,40i,5,1,7309990,1,0,1,1
2,2,3,2,2.0,150,3,1,71091,4,18d,5,1,1630000,3,0,1,1
1,1,3,2,3.0,249,5,1,6000,0,730Li,4,1,6110000,1,0,1,1
2,6,3,2,3.0,340,4,2,0,1,40i,5,1,6176728,1,0,1,1
2,1,3,2,3.0,381,1,1,76000,6,M50d,5,2,3650000,4,0,1,1
1,1,3,2,3.0,320,4,1,250,0,740Ld,4,1,6590000,1,0,1,1
2,2,3,2,4.4,575,3,2,6384,5,X6_M,5,1,6038998,2,0,1,1
2,2,3,2,4.4,450,4,2,70000,5,50i,5,2,2600000,5,0,1,1
1,1,3,2,2.0,249,3,2,27683,3,530d,4,1,2839000,2,0,1,1
2,6,3,2,3.0,245,2,1,104153,9,30d,5,1,1759000,8,0,1,1
2,3,3,2,2.0,184,3,2,104623,7,20i,5,1,1029000,6,0,1,1
2,6,3,2,4.4,530,5,2,4,0,M50i,5,1,7397000,1,0,1,1
1,10,3,2,2.0,184,3,2,0,1,320i,4,1,2909588,1,0,1,1
2,1,3,2,3.0,313,1,1,24500,5,40d,5,1,3700000,3,0,1,1
1,6,3,1,2.0,190,3,1,56253,3,520d,4,1,2012000,3,0,1,1
1,3,3,1,4.4,560,5,2,85400,8,M5,4,3,3149000,4,0,1,3
1,1,3,1,2.0,184,3,2,210000,10,520d,4,2,850000,7,0,1,1
2,5,3,2,2.0,184,3,1,205231,9,20d,5,3,912890,8,0,1,1
1,2,3,2,2.0,184,3,2,36801,4,320i,4,1,1852000,3,0,1,1
6,6,3,2,2.0,190,4,1,0,2,Gran Turismo,5,1,4450714,1,0,1,1
2,6,3,2,3.0,340,4,2,0,1,40i,5,1,6480000,1,0,1,1
1,1,3,2,2.0,184,3,2,124505,8,320i,4,2,828000,8,0,1,1
1,1,3,1,2.0,249,3,2,29635,4,730Li,4,1,3350000,2,0,1,1
2,4,3,2,3.0,249,3,1,375859,9,30d,5,2,920000,8,0,1,1
1,3,3,1,2.0,184,2,2,120363,4,320i,4,3,1069000,4,0,1,1
2,4,3,2,2.0,192,2,2,58784,4,20i,5,2,1564000,3,0,1,1
1,6,3,2,3.0,340,4,2,0,3,540i,4,1,5830500,1,0,1,1
2,3,3,2,3.0,306,3,2,151635,7,35i,5,2,1390000,7,0,1,1
1,2,3,2,2.0,190,3,1,2531,3,520d,4,1,3263098,1,0,1,1
2,2,3,2,3.0,249,3,1,95495,5,30d,5,2,2222000,5,0,1,1
1,6,3,2,3.0,258,3,1,99000,6,530d,4,3,1550000,6,0,1,1
1,2,3,2,4.4,407,3,2,108000,11,750Ld,4,2,980000,8,0,1,1
6,1,3,1,2.0,184,2,1,160000,6,Gran Turismo,5,1,1880000,4,0,1,1
1,5,3,1,2.0,184,3,2,100000,8,320i,4,3,780000,8,0,1,1
2,1,3,2,2.0,184,2,1,227869,7,20d,5,1,847000,8,0,1,1
1,3,3,1,2.0,245,3,2,93001,8,328i,4,1,1070000,8,0,1,1
1,4,3,1,2.0,184,2,2,108251,6,520d,4,3,1098000,7,0,1,1
2,6,3,2,4.4,530,4,2,0,0,M50i,5,1,8158730,1,0,1,1
2,6,3,2,2.0,184,2,1,147295,9,20d,5,2,1279000,7,0,1,1
2,1,3,2,2.0,190,2,1,18855,2,20d,5,1,2970000,2,0,1,1
8,1,3,2,4.4,600,4,2,0,0,внедорожник,2,1,13694672,1,0,1,1
2,4,3,2,2.0,184,2,2,58323,9,20i,5,1,1370000,7,0,1,1
1,3,3,2,3.0,320,3,2,89905,7,740Li,4,2,1699000,5,0,1,1
1,3,3,1,3.0,313,3,1,56240,8,Gran Coupe,4,3,2169000,8,0,1,1
3,2,3,1,1.6,136,3,2,53847,8,116i,5,1,845000,7,0,1,1
2,3,3,2,3.0,218,3,1,120381,6,25d,5,1,2720000,3,0,1,1
1,1,3,2,2.0,249,3,2,0,3,530d,4,1,3427900,1,0,1,1
1,4,3,1,2.0,184,2,2,116474,8,320i,4,2,991000,6,0,1,1
2,2,3,2,3.0,306,3,2,42100,5,35i,5,2,2749900,4,0,1,1
2,6,3,2,2.0,184,3,2,118866,9,20i,5,1,1243000,7,0,1,1
2,3,3,2,2.0,245,3,2,73279,9,28i,5,1,1454000,6,0,1,1
1,4,3,2,2.0,184,3,2,0,1,320i,4,1,3131732,1,0,1,1
1,3,3,1,2.0,190,1,1,135000,6,520d,4,2,1250000,5,0,1,1
1,3,3,1,2.0,190,1,1,135000,6,520d,4,2,1250000,5,0,1,1
2,3,3,2,2.0,245,3,2,73279,9,28i,5,1,1454000,6,0,1,1
4,2,3,2,2.0,190,2,1,555,2,420i,2,1,2489998,1,0,1,1
1,2,3,1,2.0,190,3,1,0,3,520d,4,1,2656000,1,0,1,1
2,2,3,1,2.0,150,1,2,114,10,18i,5,3,750000,8,0,1,1
4,3,3,2,4.4,450,4,2,66284,8,650i,2,3,1750000,8,0,1,1
1,4,3,1,2.0,184,3,2,131000,8,320i,4,1,1000000,7,0,1,1
2,2,3,2,2.0,245,4,2,125000,7,28i,5,2,800000,8,0,1,1
1,1,3,2,2.0,184,3,2,112000,8,320i,4,3,1280000,5,0,1,1
2,1,3,2,3.0,313,4,1,33000,6,40d,5,3,4150000,2,0,1,1
1,1,3,2,4.4,450,3,2,41000,4,750Ld,4,1,3850000,3,0,1,1
2,1,3,2,3.0,306,2,2,97000,7,35i,5,3,1600000,7,0,1,1
2,1,3,2,4.4,575,2,2,19922,5,X6_M,5,2,5697000,2,0,1,1
1,1,3,2,3.0,249,4,1,0,4,730Li,4,1,5918372,2,0,1,1
1,1,3,1,2.0,184,3,2,137000,6,520d,4,2,1195000,7,0,1,1
1,1,3,2,3.0,249,4,1,0,0,730Li,4,1,5850000,1,0,1,1
6,1,3,2,3.0,249,4,1,48265,2,Gran Turismo,5,1,3670000,2,0,1,1
1,3,3,1,2.0,245,2,2,91186,8,328i,4,2,1212500,8,0,1,1
2,1,3,2,3.0,313,3,1,110284,6,40d,5,2,2995000,3,0,1,1
6,2,3,2,2.0,190,3,1,23928,2,Gran Coupe,5,1,2799000,1,0,1,1
1,1,3,1,2.0,184,3,2,143000,6,520d,4,2,1230000,7,0,1,1
6,2,3,2,2.0,190,3,1,16484,2,Gran Turismo,5,1,3499000,1,0,1,1
2,6,3,2,3.0,306,3,2,64375,9,35i,5,2,1649000,7,0,1,1
1,6,3,2,3.0,249,4,1,41766,3,530d,4,1,3503000,2,0,1,1
2,1,3,1,2.0,150,3,2,84220,7,18i,5,2,975450,6,0,1,1
1,1,3,2,2.0,184,3,1,106000,8,320i,4,2,1149000,6,0,1,1
1,1,3,2,3.0,340,4,2,0,3,540i,4,1,5470300,1,0,1,1
1,5,3,1,2.0,184,1,2,113000,8,320i,4,2,1035000,8,0,0,1
1,2,3,2,2.0,252,3,2,3344,3,530d,4,1,3509998,1,0,1,1
2,1,3,2,3.0,249,3,1,103000,5,30d,5,1,3100000,4,0,1,1
1,6,3,2,3.0,249,4,1,0,4,730Li,4,1,9262500,2,0,1,1
1,3,3,2,2.0,218,2,1,194864,6,525i,4,2,1227000,6,0,1,1
1,1,3,2,2.0,190,4,1,29000,3,520d,4,1,2640000,2,0,1,1
2,8,3,2,3.0,249,3,1,64078,1,30d,5,2,3399000,1,0,1,1
1,1,3,2,2.0,249,3,2,45357,3,530d,4,1,2747000,2,0,1,1
1,1,3,1,2.0,190,3,1,27500,3,520d,4,2,2290000,1,0,1,1
1,1,3,2,3.0,249,4,1,0,0,730Li,4,1,6200000,1,0,1,1
2,1,3,2,3.0,381,1,1,96100,5,M50d,5,1,3149000,5,0,1,1
1,6,3,1,2.0,184,3,2,107595,8,320i,4,3,800000,7,0,1,1
2,4,3,2,3.0,218,3,1,66014,6,25d,5,1,2364000,5,0,1,1
1,2,3,2,2.0,245,3,2,148500,10,528Li,4,3,1099000,7,0,1,1
1,1,3,1,2.0,184,3,2,94510,6,520d,4,3,1059000,5,0,1,1
3,2,3,1,1.6,136,3,2,140894,8,116i,5,3,595000,7,0,1,1
3,2,3,1,1.6,136,3,2,145000,8,116i,5,3,590000,7,0,1,1
1,1,3,2,3.0,249,4,1,0,0,730Li,4,1,6200000,1,0,1,1
2,4,3,2,2.0,184,3,1,113000,7,20d,5,2,1020000,5,0,1,1
2,3,3,2,2.0,177,2,1,169000,10,20d,5,1,795000,8,0,1,1
2,2,3,2,3.0,340,4,2,0,1,40i,5,1,5339200,1,0,1,1
1,4,3,2,2.0,184,3,1,93000,8,320i,4,2,1350000,7,0,1,1
1,6,3,2,3.0,320,3,1,78000,4,740Ld,4,2,3290000,4,0,1,1
1,1,3,2,2.0,190,3,1,29833,3,520d,4,1,2575000,1,0,1,1
